Datetime,Open,High,Low,Close,Volume
2026-01-20 16:50:00,6890.0,6895.0,6880.25,6882.0,18029
2026-01-20 16:55:00,6882.0,6896.0,6880.75,6894.0,15150
2026-01-20 17:00:00,6894.0,6896.5,6890.5,6891.0,11516
2026-01-20 17:05:00,6891.0,6893.75,6886.0,6886.25,11602
2026-01-20 17:10:00,6886.25,6890.25,6882.75,6887.25,9911
2026-01-20 17:15:00,6887.0,6889.25,6883.0,6884.25,7984
2026-01-20 17:20:00,6884.25,6884.75,6879.0,6879.5,11603
2026-01-20 17:25:00,6879.75,6883.0,6878.0,6881.0,9490
2026-01-20 17:30:00,6880.75,6880.75,6871.75,6872.75,13733
2026-01-20 17:35:00,6872.75,6877.25,6870.25,6873.75,15396
2026-01-20 17:40:00,6874.0,6879.0,6869.75,6870.25,12634
2026-01-20 17:45:00,6870.0,6870.25,6862.75,6863.75,15323
2026-01-20 17:50:00,6863.75,6868.5,6861.0,6866.5,13873
2026-01-20 17:55:00,6866.25,6869.25,6864.25,6867.25,9532
2026-01-20 18:00:00,6867.25,6871.75,6865.75,6866.5,9705
2026-01-20 18:05:00,6866.5,6869.5,6865.25,6865.5,5312
2026-01-20 18:10:00,6865.5,6871.75,6865.0,6868.0,6962
2026-01-20 18:15:00,6868.0,6868.25,6863.25,6865.25,5339
2026-01-20 18:20:00,6865.25,6865.25,6860.25,6860.75,7193
2026-01-20 18:25:00,6860.5,6862.75,6858.75,6859.5,6397
2026-01-20 18:30:00,6859.25,6861.0,6854.0,6854.75,10672
2026-01-20 18:35:00,6854.75,6857.25,6850.0,6850.75,11303
2026-01-20 18:40:00,6850.75,6852.5,6847.0,6847.75,11459
2026-01-20 18:45:00,6847.5,6849.25,6845.0,6845.0,9250
2026-01-20 18:50:00,6845.25,6845.5,6836.5,6837.5,15962
2026-01-20 18:55:00,6837.5,6848.75,6837.5,6843.75,15431
2026-01-20 19:00:00,6843.5,6849.25,6843.0,6843.75,11489
2026-01-20 19:05:00,6843.75,6846.75,6841.5,6842.5,7267
2026-01-20 19:10:00,6842.25,6844.0,6837.5,6841.0,9028
2026-01-20 19:15:00,6841.0,6841.0,6835.25,6837.75,9002
2026-01-20 19:20:00,6837.5,6839.5,6834.0,6837.5,8401
2026-01-20 19:25:00,6837.25,6837.5,6833.25,6837.0,8894
2026-01-20 19:30:00,6836.5,6837.0,6828.75,6831.25,14830
2026-01-20 19:35:00,6831.25,6838.5,6829.75,6837.0,9925
2026-01-20 19:40:00,6837.25,6841.25,6833.5,6834.75,11451
2026-01-20 19:45:00,6834.5,6836.25,6832.5,6834.75,6357
2026-01-20 19:50:00,6834.75,6837.75,6831.75,6837.25,8649
2026-01-20 19:55:00,6837.25,6838.5,6831.75,6834.75,7507
2026-01-20 20:00:00,6834.75,6834.75,6830.5,6832.5,6517
2026-01-20 20:05:00,6832.25,6834.75,6830.0,6830.75,6826
2026-01-20 20:10:00,6830.75,6835.0,6825.75,6826.5,12803
2026-01-20 20:15:00,6826.75,6838.25,6826.0,6832.25,19120
2026-01-20 20:20:00,6832.0,6832.0,6825.25,6828.0,10709
2026-01-20 20:25:00,6828.25,6834.25,6827.0,6830.25,9897
2026-01-20 20:30:00,6830.5,6833.75,6827.5,6830.75,8181
2026-01-20 20:35:00,6830.75,6832.75,6825.25,6826.75,8763
2026-01-20 20:40:00,6826.5,6828.75,6822.75,6826.25,9050
2026-01-20 20:45:00,6826.5,6829.75,6825.25,6827.75,7598
2026-01-20 20:50:00,6827.75,6831.0,6822.5,6825.0,15393
2026-01-20 20:55:00,6824.75,6834.25,6822.5,6833.25,26864
2026-01-20 21:00:00,6833.25,6834.75,6829.25,6834.5,10411
2026-01-20 21:05:00,6834.75,6835.25,6832.75,6834.75,3910
2026-01-20 21:10:00,6835.0,6840.5,6834.75,6839.5,5026
2026-01-20 21:15:00,6839.75,6840.0,6837.0,6838.25,2042
2026-01-20 21:20:00,6838.5,6838.5,6836.0,6837.5,1367
2026-01-20 21:25:00,6837.5,6837.75,6835.5,6837.25,1086
2026-01-20 21:30:00,6837.25,6837.5,6834.0,6835.0,1413
2026-01-20 21:35:00,6835.0,6835.0,6832.5,6834.75,1243
2026-01-20 21:40:00,6835.0,6835.0,6832.25,6834.0,1421
2026-01-20 21:45:00,6834.0,6837.5,6833.75,6836.75,1084
2026-01-20 21:50:00,6836.75,6837.75,6835.25,6837.5,951
2026-01-20 21:55:00,6837.25,6838.25,6836.75,6837.5,1222
2026-01-20 23:00:00,6839.0,6844.0,6836.75,6841.75,0
2026-01-20 23:05:00,6842.0,6842.25,6839.0,6840.25,930
2026-01-20 23:10:00,6840.5,6841.0,6838.25,6839.75,1159
2026-01-20 23:15:00,6839.75,6840.75,6838.75,6838.75,851
2026-01-20 23:20:00,6838.75,6839.75,6838.25,6838.75,973
2026-01-20 23:25:00,6838.75,6839.25,6837.5,6838.25,592
2026-01-20 23:30:00,6838.5,6839.5,6838.0,6838.0,418
2026-01-20 23:35:00,6838.0,6840.75,6838.0,6839.75,670
2026-01-20 23:40:00,6839.75,6840.0,6838.5,6840.0,432
2026-01-20 23:45:00,6839.75,6839.75,6830.75,6833.25,2660
2026-01-20 23:50:00,6833.0,6833.75,6829.5,6831.25,1746
2026-01-20 23:55:00,6831.0,6832.5,6830.0,6832.0,557
2026-01-21 00:00:00,6832.5,6837.5,6832.25,6835.5,1518
2026-01-21 00:05:00,6835.75,6838.25,6834.25,6838.0,862
2026-01-21 00:10:00,6837.75,6838.75,6837.0,6837.5,684
2026-01-21 00:15:00,6837.75,6839.25,6836.25,6838.25,696
2026-01-21 00:20:00,6838.0,6840.0,6837.25,6840.0,970
2026-01-21 00:25:00,6840.0,6840.5,6839.0,6840.25,765
2026-01-21 00:30:00,6840.5,6841.25,6839.5,6840.5,705
2026-01-21 00:35:00,6840.75,6843.5,6840.5,6843.25,1141
2026-01-21 00:40:00,6843.25,6844.25,6842.0,6842.25,1056
2026-01-21 00:45:00,6842.5,6844.5,6842.0,6843.75,749
2026-01-21 00:50:00,6843.75,6845.25,6843.75,6844.75,832
2026-01-21 00:55:00,6844.5,6844.75,6843.0,6843.75,747
2026-01-21 01:00:00,6844.0,6845.25,6843.5,6845.0,660
2026-01-21 01:05:00,6844.75,6846.5,6844.5,6845.5,863
2026-01-21 01:10:00,6845.5,6848.25,6845.25,6848.0,1373
2026-01-21 01:15:00,6848.0,6848.75,6847.25,6848.75,964
2026-01-21 01:20:00,6848.75,6849.75,6848.0,6849.75,1389
2026-01-21 01:25:00,6849.75,6850.75,6848.25,6849.0,1435
2026-01-21 01:30:00,6849.25,6850.0,6847.25,6849.5,1163
2026-01-21 01:35:00,6849.75,6850.0,6848.0,6849.0,633
2026-01-21 01:40:00,6849.0,6850.75,6848.25,6850.0,951
2026-01-21 01:45:00,6850.0,6851.5,6849.25,6850.0,927
2026-01-21 01:50:00,6850.0,6851.0,6849.5,6850.25,498
2026-01-21 01:55:00,6850.5,6850.5,6848.75,6849.0,968
2026-01-21 02:00:00,6849.25,6849.75,6847.5,6848.0,779
2026-01-21 02:05:00,6848.25,6849.75,6848.0,6848.5,391
2026-01-21 02:10:00,6848.5,6849.5,6848.25,6849.25,309
2026-01-21 02:15:00,6849.25,6849.25,6846.5,6848.0,940
2026-01-21 02:20:00,6848.25,6849.25,6846.25,6847.0,860
2026-01-21 02:25:00,6846.75,6847.0,6844.75,6845.25,1190
2026-01-21 02:30:00,6845.5,6846.0,6842.75,6843.25,1377
2026-01-21 02:35:00,6843.25,6844.75,6842.75,6843.75,943
2026-01-21 02:40:00,6844.0,6846.75,6843.5,6845.75,1250
2026-01-21 02:45:00,6845.75,6846.0,6844.25,6846.0,532
2026-01-21 02:50:00,6846.0,6846.75,6845.0,6846.25,452
2026-01-21 02:55:00,6846.25,6846.75,6845.0,6845.0,299
2026-01-21 03:00:00,6845.0,6848.75,6844.75,6848.75,978
2026-01-21 03:05:00,6848.75,6849.25,6847.5,6848.0,752
2026-01-21 03:10:00,6848.25,6851.5,6846.25,6850.75,1755
2026-01-21 03:15:00,6850.75,6854.25,6850.0,6853.0,1919
2026-01-21 03:20:00,6853.25,6854.5,6852.0,6853.75,1410
2026-01-21 03:25:00,6854.0,6854.75,6853.5,6854.25,572
2026-01-21 03:30:00,6854.5,6854.75,6853.0,6853.5,703
2026-01-21 03:35:00,6853.5,6854.5,6852.75,6853.25,593
2026-01-21 03:40:00,6853.25,6853.75,6850.5,6851.5,845
2026-01-21 03:45:00,6851.25,6852.0,6847.5,6850.0,1478
2026-01-21 03:50:00,6850.25,6850.25,6848.0,6848.25,825
2026-01-21 03:55:00,6848.0,6849.75,6847.75,6848.75,511
2026-01-21 04:00:00,6848.75,6851.25,6848.0,6851.0,859
2026-01-21 04:05:00,6851.25,6851.75,6849.0,6849.25,575
2026-01-21 04:10:00,6849.75,6851.0,6848.75,6848.75,380
2026-01-21 04:15:00,6848.75,6850.5,6846.0,6850.0,1379
2026-01-21 04:20:00,6850.0,6851.25,6849.75,6850.75,424
2026-01-21 04:25:00,6851.0,6852.0,6850.25,6850.5,647
2026-01-21 04:30:00,6850.5,6850.5,6849.0,6849.5,397
2026-01-21 04:35:00,6849.75,6851.5,6849.25,6850.5,256
2026-01-21 04:40:00,6850.5,6851.0,6849.25,6850.0,392
2026-01-21 04:45:00,6850.5,6850.5,6849.25,6850.25,248
2026-01-21 04:50:00,6850.25,6851.0,6849.75,6850.25,158
2026-01-21 04:55:00,6850.25,6850.5,6849.25,6849.75,102
2026-01-21 05:05:00,6850.75,6851.75,6850.75,6851.5,1902
2026-01-21 05:10:00,6851.5,6853.5,6851.25,6853.25,711
2026-01-21 05:15:00,6853.0,6853.25,6851.0,6851.0,384
2026-01-21 05:20:00,6851.0,6852.75,6850.5,6850.5,273
2026-01-21 05:25:00,6850.5,6851.0,6848.75,6850.75,410
2026-01-21 05:30:00,6850.75,6852.5,6850.75,6852.25,305
2026-01-21 05:35:00,6852.25,6853.75,6852.25,6853.0,282
2026-01-21 05:40:00,6853.0,6854.0,6852.75,6853.5,275
2026-01-21 05:45:00,6853.5,6853.5,6852.25,6852.75,296
2026-01-21 05:50:00,6852.75,6853.75,6852.25,6852.75,274
2026-01-21 05:55:00,6852.5,6853.5,6852.25,6853.0,198
2026-01-21 06:00:00,6852.75,6853.25,6852.25,6852.75,317
2026-01-21 06:05:00,6853.0,6853.5,6851.5,6853.0,289
2026-01-21 06:10:00,6853.0,6854.5,6852.75,6853.75,330
2026-01-21 06:15:00,6854.0,6854.25,6853.25,6854.25,390
2026-01-21 06:20:00,6854.25,6854.5,6852.5,6853.0,303
2026-01-21 06:25:00,6853.0,6853.25,6851.25,6853.0,450
2026-01-21 06:30:00,6853.0,6855.5,6852.5,6854.25,1269
2026-01-21 06:35:00,6854.5,6854.5,6852.0,6852.0,749
2026-01-21 06:40:00,6852.0,6852.75,6851.25,6852.0,380
2026-01-21 06:45:00,6852.0,6852.0,6848.25,6848.25,1021
2026-01-21 06:50:00,6848.25,6849.25,6847.25,6848.25,654
2026-01-21 06:55:00,6848.0,6848.5,6847.25,6847.5,333
2026-01-21 07:00:00,6847.25,6849.75,6846.5,6849.25,806
2026-01-21 07:05:00,6849.25,6853.0,6849.25,6851.75,1281
2026-01-21 07:10:00,6851.5,6855.25,6851.5,6855.0,1070
2026-01-21 07:15:00,6855.25,6856.75,6855.0,6856.25,1186
2026-01-21 07:20:00,6856.25,6856.75,6855.5,6856.25,596
2026-01-21 07:25:00,6856.0,6857.0,6855.25,6856.75,461
2026-01-21 07:30:00,6856.5,6857.0,6855.75,6856.75,431
2026-01-21 07:35:00,6857.0,6857.75,6856.0,6856.0,677
2026-01-21 07:40:00,6856.0,6856.75,6855.5,6855.5,439
2026-01-21 07:45:00,6855.25,6856.0,6853.75,6854.5,639
2026-01-21 07:50:00,6854.5,6855.5,6853.0,6853.25,522
2026-01-21 07:55:00,6853.0,6853.5,6851.25,6852.75,651
2026-01-21 08:00:00,6852.5,6854.5,6850.75,6851.0,1429
2026-01-21 08:05:00,6850.75,6853.0,6850.75,6851.5,453
2026-01-21 08:10:00,6851.5,6851.75,6848.5,6849.25,1000
2026-01-21 08:15:00,6849.25,6854.0,6849.25,6853.0,1159
2026-01-21 08:20:00,6853.0,6853.5,6850.0,6852.0,725
2026-01-21 08:25:00,6852.0,6856.75,6851.75,6854.25,1440
2026-01-21 08:30:00,6854.0,6855.75,6853.25,6854.0,793
2026-01-21 08:35:00,6854.25,6855.75,6851.75,6855.25,1060
2026-01-21 08:40:00,6855.0,6855.75,6854.25,6855.75,430
2026-01-21 08:45:00,6855.5,6856.5,6855.25,6855.75,585
2026-01-21 08:50:00,6855.75,6856.0,6853.5,6854.5,810
2026-01-21 08:55:00,6854.5,6855.5,6852.25,6852.75,1059
2026-01-21 09:00:00,6852.75,6855.25,6851.25,6854.75,1032
2026-01-21 09:05:00,6855.0,6855.25,6849.75,6850.5,900
2026-01-21 09:10:00,6850.25,6852.75,6850.0,6852.5,747
2026-01-21 09:15:00,6852.25,6853.75,6851.0,6853.0,670
2026-01-21 09:20:00,6852.75,6853.0,6847.5,6848.75,1025
2026-01-21 09:25:00,6848.75,6850.25,6848.5,6849.75,499
2026-01-21 09:30:00,6849.5,6849.75,6847.25,6848.5,726
2026-01-21 09:35:00,6848.5,6849.75,6846.75,6847.75,1391
2026-01-21 09:40:00,6848.0,6849.75,6845.75,6846.5,1051
2026-01-21 09:45:00,6846.75,6846.75,6840.5,6843.25,2526
2026-01-21 09:50:00,6843.0,6844.0,6841.0,6841.25,1016
2026-01-21 09:55:00,6841.25,6842.5,6836.5,6836.75,2429
2026-01-21 10:00:00,6836.75,6844.0,6835.0,6843.25,2273
2026-01-21 10:05:00,6843.25,6843.25,6840.5,6841.25,971
2026-01-21 10:10:00,6841.25,6841.75,6839.5,6841.75,738
2026-01-21 10:15:00,6842.0,6845.25,6842.0,6844.25,1207
2026-01-21 10:20:00,6844.25,6845.75,6840.0,6843.0,951
2026-01-21 10:25:00,6843.25,6846.75,6842.75,6846.5,886
2026-01-21 10:30:00,6846.5,6847.5,6845.5,6846.75,749
2026-01-21 10:35:00,6846.75,6848.5,6845.25,6847.25,845
2026-01-21 10:40:00,6847.5,6849.25,6846.75,6848.0,1230
2026-01-21 10:45:00,6848.0,6849.0,6847.25,6848.0,398
2026-01-21 10:50:00,6848.25,6848.25,6844.0,6844.0,907
2026-01-21 10:55:00,6844.0,6844.0,6841.75,6842.25,891
2026-01-21 11:00:00,6842.0,6842.25,6838.5,6840.25,1362
2026-01-21 11:05:00,6840.25,6842.75,6840.25,6842.0,907
2026-01-21 11:10:00,6842.0,6842.0,6839.0,6839.25,1004
2026-01-21 11:15:00,6839.25,6840.75,6838.75,6840.75,675
2026-01-21 11:20:00,6840.5,6842.0,6840.0,6840.5,838
2026-01-21 11:25:00,6840.75,6841.5,6838.5,6839.25,1894
2026-01-21 11:30:00,6839.25,6841.25,6837.25,6837.5,1088
2026-01-21 11:35:00,6837.25,6837.5,6833.5,6834.25,2166
2026-01-21 11:40:00,6834.5,6835.5,6832.75,6834.75,1564
2026-01-21 11:45:00,6834.75,6834.75,6827.0,6829.0,3673
2026-01-21 11:50:00,6829.0,6829.25,6825.25,6825.25,2026
2026-01-21 11:55:00,6825.5,6826.25,6818.75,6819.5,5596
2026-01-21 12:00:00,6819.5,6823.25,6816.0,6822.0,5550
2026-01-21 12:05:00,6822.0,6826.0,6820.75,6823.5,3365
2026-01-21 12:10:00,6823.5,6825.25,6820.0,6822.25,2547
2026-01-21 12:15:00,6822.5,6825.25,6820.25,6824.5,1787
2026-01-21 12:20:00,6824.5,6829.0,6824.0,6827.75,2538
2026-01-21 12:25:00,6828.0,6828.0,6825.0,6825.0,1285
2026-01-21 12:30:00,6824.75,6825.25,6820.5,6824.0,2563
2026-01-21 12:35:00,6824.5,6824.5,6817.75,6819.0,2608
2026-01-21 12:40:00,6818.75,6819.5,6817.0,6819.0,1807
2026-01-21 12:45:00,6819.0,6820.25,6814.5,6820.25,3277
2026-01-21 12:50:00,6820.25,6823.75,6820.25,6822.75,2410
2026-01-21 12:55:00,6822.75,6826.25,6822.0,6825.75,2200
2026-01-21 13:00:00,6825.75,6826.25,6822.0,6822.75,2486
2026-01-21 13:05:00,6822.75,6829.0,6822.75,6828.75,1837
2026-01-21 13:10:00,6828.5,6829.25,6826.0,6826.25,2425
2026-01-21 13:15:00,6826.5,6827.25,6823.0,6824.5,1667
2026-01-21 13:20:00,6824.5,6824.5,6821.0,6822.5,2097
2026-01-21 13:25:00,6823.0,6823.5,6820.75,6821.5,1841
2026-01-21 13:30:00,6821.25,6821.5,6816.5,6819.25,3426
2026-01-21 13:35:00,6819.0,6820.75,6815.75,6820.75,3083
2026-01-21 13:40:00,6820.75,6823.0,6817.5,6818.5,3798
2026-01-21 13:45:00,6818.5,6822.75,6817.75,6821.5,2752
2026-01-21 13:50:00,6821.25,6828.75,6819.75,6828.25,4433
2026-01-21 13:55:00,6828.25,6832.0,6823.25,6825.0,11884
2026-01-21 14:00:00,6824.75,6842.0,6821.75,6835.0,15446
2026-01-21 14:05:00,6835.25,6844.25,6832.5,6837.25,13830
2026-01-21 14:10:00,6837.5,6859.0,6834.0,6854.0,27054
2026-01-21 14:15:00,6854.0,6860.0,6850.0,6856.5,12785
2026-01-21 14:20:00,6857.0,6865.75,6844.75,6863.5,17635
2026-01-21 14:25:00,6863.75,6865.0,6852.0,6852.75,10601
2026-01-21 14:30:00,6853.0,6861.0,6847.25,6851.5,27412
2026-01-21 14:35:00,6851.75,6863.5,6848.75,6857.25,21522
